	Tweet	sweet
2000	#AI-driven applications enable a new era of intelligent engagement with Veeva Commercial Cloud. Learn more:  https://t.co/DP7Pyggk49 #VeevaSummit #CRM	driven applic enabl new era intellig engag eva commerci loud learn vevasumit al_caps_crm
2001	Veeva Andi, a new #AI application, empowers #lifesciences to fully leverage AI and deliver the best customer experiences by discovering relevant insights with speed and agility, all within the industry’s most used #CRM platform, Veeva CRM.  https://t.co/kQ7SYzqZaB #VeevaSummit	eva and new of applic empow lifesci fulli beverag of deliv best custom experi discov relev insight speed agil industri use al_caps_crm platform eva al_caps_crm vevasumit
2002	Veeva CRM Approved Messaging, a new innovation in Veeva CRM, will allow #lifesciences field reps to use @WeChatApp and, @WhatsApp, to engage healthcare professionals in their preferred channels with lower compliance risk. Learn more:  https://t.co/eH2i6YuayJ #VeevaSummit #CRM	eva al_caps_crm approv essay new innov eva al_caps_crm allow lifesci field rep use atus atus engag healthcar profession prefer channel lower complianc risk learn vevasumit al_caps_crm
2003	.@SGS_SA drives greater harmonization across its #clinical operations with Veeva Vault CTMS. Learn more:  https://t.co/QF57E2vBOy	atus drive greater harmon clinic oper eva fault al_caps_ctm learn
2004	See how Vault Clinical Operations unifies the site initiation process and streamlines communication between start-up and site monitoring teams:  https://t.co/pXu3hfITPy #clinicaltrials	see fault clinic oper unifi site initi process streamlin commun start site monitor tear clinicaltri
2005	Thank you to all of this year's #VeevaSummit attendees, sponsors, and partners!  https://t.co/n7uDn39fWv	thank year vevasumit attend sponsor partner
2006	Explore how a unified operating environment simplifies #clinicaltrial collaboration and improves study quality in an outsourced model.  https://t.co/kBim0nqH8X	explor unifi oper environ simplifi clinicaltri collabor improv studi qualiti outsourc model
2007	Congratulations 2019 Veeva Heroes: Venk Daskin @AlexionPharma, Sal Paolozza @AntaresPharma, Gabriel Peron @AstraZeneca, Carmen Profeta @BoehringerUS, Jason Magyar @Karyopharm, Luz Gillette @Merck, Seth Freund @NovoNordisk, Nicole Salis and Manuel Lima @Pfizer, Tom Wells @sanofi  https://t.co/LK5vxhFvcz	congratul eva hero men skin atus pal paoloza atus gabriel person atus garden profeta atus mason agar atus kuz follett atus beth round atus sickl pari daniel him atus com cell atus
2008	Field reps can build better customer relationships and remain compliant with every interaction using #AI with Veeva CRM Approved Notes #VeevaSummit Learn more:  https://t.co/eH2i6YuayJ	field rep build better custom relationship remain complaint interact use of eva al_caps_crm approv note vevasumit learn
2009	#VeevaSummit attendees get a look at Veeva’s new #AI application, Veeva Andi, being used with Customer Journeys—a new capability in Veeva CRM to better manage customers through adoption lifecycle stages—to drive the best action at the right customer stage.  https://t.co/kQ7SYzqZaB  https://t.co/BHE6TpKewI	vevasumit attend get look texa new of applic eva and use custom journey new capabl eva al_caps_crm better manag custom adopt lifecycl stage drive best action right custom stage
2010	Attendees at #VeevaSummit get an overview of Veeva Vault Auto Claims Linking, new AI intelligence capability in Veeva Vault PromoMats that suggest links from claims related to references. Learn more:  https://t.co/MPXRuiJa6Y: CommercialCloudAI  https://t.co/tkEK3DIrtw	attende vevasumit get overview eva fault auto claim sink new of intellig capabl eva fault promomat suggest link claim relat refer learn comercialcloudai
2011	New intelligent capabilities and solutions are now part of Veeva Commercial Cloud to help advance the industry’s progress toward intelligent customer engagement. Learn more:  https://t.co/JJxCwnyfPr #VeevaSummit #CRM #AI	new intellig capabl solut part eva commerci loud help advanc industri progress intellig custom engag learn vevasumit al_caps_crm of
2012	Veeva CRM’s real-time architecture and Autosync capability will ensure information is consistent across Apple and Windows devices so #lifesciences field reps can access information they need. Learn about other new Veeva CRM innovations:  https://t.co/eH2i6YuayJ #VeevaSummit	eva al_caps_crm realiz architectur autosync capabl ensur inform consist appl window devic lifesci field rep access inform need learn new eva al_caps_crm innov vevasumit
2013	With Veeva Andi, Veeva’s new #AI application, #lifesciences companies have control to easily manage rules based on activities, journey stage, third-party data, and customer preferences. Learn more:  https://t.co/kQ7SYzqZaB #VeevaSummit #CRM	eva and texa new of applic lifesci compani control easili manag rule base activ journey stage thirdparti data custom refer learn vevasumit al_caps_crm
2014	.@spark_tx is laying the path for getting #precisionmedicines to patients, establishing treatments centers and bringing together specialists to diagnose and treat patients and deliver the highest quality care, says @jeffmarrazzo. #VeevaSummit  https://t.co/WFtcFe8Ypv	atus lay path get precisionmedicin patient establish treatment center bring togeth specialist diagnos treat patient deliv highest qualiti care say atus vevasumit
2015	.@spark_tx is driving innovations in the commercial model that get a one-time treatment for a genetic eye disease to the patients who need it. #VeevaSummit #precisionmedicine  https://t.co/2hLZmHfs1c	atus drive innov commerci model get sometim treatment genet eye diseas patient need vevasumit precisionmedicin
2016	Don't miss Morten Kruse Sorensen sharing how @novonordisk leverage DAM to support new ways of working at our Digital Asset Management Forum in Amsterdam on 20th June #DAM4LSEU. Spaces are limited.  Register today:   https://t.co/IF0I3sNFfO  https://t.co/jDsEPpVY9y	to miss often ruse sorensen share atus beverag al_caps_dam support new way work digit asset manag forum amsterdam june al_caps_damlseu pace limit regist today
2017	One of the next phases of genetic medicine and gene therapy is the broader application to other disorders and neurodegenerative conditions, says @jeffmarrazzo, co-founder and CEO of @spark_tx. #VeevaSummit #precisionmedicine  https://t.co/b4Vrgd2o89	next phase genet medicin gene therapi broader applic disord neurodegen condit say atus founder al_caps_ceo atus vevasumit precisionmedicin
2018	@spark_tx is driving innovations in the commercial model that get a one-time treatment for a genetic eye disease to the patients who need it. #VeevaSummit #precisionmedicine @jeffmarrazzo  https://t.co/nLHwfTO0BM	atus drive innov commerci model get sometim treatment genet eye diseas patient need vevasumit precisionmedicin atus
2019	Co-founder and CEO of @spark_tx @jeffmarrazzo joins Veeva president and co-founder Matt Wallach onstage at #VeevaSummit to share his learnings after one year of commercializing the first-ever gene therapy. #precisionmedicine  https://t.co/fCZwNbB2AW	founder al_caps_ceo atus atus join eva presid founder watt palac stage vevasumit share learn year commerci firstev gene therapi precisionmedicin
2020	Veeva Andi discovers relevant customer insights and proactively suggests the next best action for improved field efficiency and effectiveness. Learn more:  https://t.co/kQ7SYzqZaB #VeevaSummit #CRM #lifesciences  https://t.co/pxvVoJHi47	eva and discov relev custom insight proactiv suggest next best action improv field effici effect learn vevasumit al_caps_crm lifesci
2021	Veeva Commercial Cloud unifies customer engagement with multichannel Veeva CRM; the right content and customer data with Veeva Vault PromoMats and Veeva OpenData; a next-gen commercial data warehouse with Veeva Nitro; and #AI with Veeva Andi.  https://t.co/JJxCwnyfPr #VeevaSummit  https://t.co/C6vF7570x8	eva commerci loud unifi custom engag multichanel eva al_caps_crm right content custom data eva fault promomat eva opendata nextgen commerci data warehous eva micro of eva and vevasumit
2022	Veeva is advancing the #lifesciences industry’s efficiency and effectiveness with new innovative capabilities in Veeva CRM that leverage #AI and support field reps. Learn more:  https://t.co/eH2i6YuayJ #VeevaSummit  https://t.co/WpoTmilXgn	eva advanc lifesci industri effici effect new innov capabl eva al_caps_crm beverag of support field rep learn vevasumit
2023	Thank you to all of this year's #VeevaSummit attendees, sponsors, and partners!  https://t.co/T5dcm96Cvt	thank year vevasumit attend sponsor partner
2024	With its new #AI application, Veeva Andi, and embedded intelligence in Veeva CRM and Veeva Vault PromoMats, Veeva is delivering sophisticated AI-driven applications so companies can engage more efficiently and effectively with customers.  https://t.co/JJxCwnyfPr #VeevaSummit #CRM	new of applic eva and embed intellig eva al_caps_crm eva fault promomat eva deliv sophist driven applic compani engag effici effect custom vevasumit al_caps_crm
2025	Veeva CRM Approved Messaging, a new innovation in Veeva CRM, will allow #lifesciences field reps to use @WeChatApp and @WhatsApp to send compliant messages to customers, opening up a new digital channel to engage customers. Learn more:  https://t.co/eH2i6YuayJ #VeevaSummit #CRM	eva al_caps_crm approv essay new innov eva al_caps_crm allow lifesci field rep use atus atus send complaint messag custom open new digit channel engag custom learn vevasumit al_caps_crm
2026	It’s easy to adopt, deploy, and scale #AI for intelligent customer engagement with Veeva Andi, Veeva’s new AI application that is part of the Veeva CRM Suite. Learn more:  https://t.co/kQ7SYzqZaB #VeevaSummit #CRM #lifesciences	easi adopt deploy scale of intellig custom engag eva and texa new of applic part eva al_caps_crm quit learn vevasumit al_caps_crm lifesci
2027	.... and #VeevaSummit sponsors: @intouchsol, @klickheakth, @JKnipperCo, @LPWTraining, @Microsoft, @MMITNetwork, @OwnBackup, Physicians World, @RxS_LLC, @SafeGuard_Cyber, @SCIOanalytics, @Xpediant, @BionicalUSA, iDetailing Creatives, @Pixacore, @PublicisHealth, and RMH Media.	multistop vevasumit sponsor atus atus atus atus atus atus atus physician world atus atus atus atus detail treati atus atus al_caps_rmh medium
2028	Sponsors of the 2019 #VeevaSummit are: @aktana_inc, @cognizant, @mavens, @qlik, @salesforce, @ZSassociates, Afore LLC, Biopharma Graphic Services, @BusinessOneTech, @C3iLifeSci, @Capgemini, @CoNexusSolution, @cvent, @eagletrains, Framework Solutions, HSE, @iDetailAid....	sponsor vevasumit atus atus atus atus atus atus afor al_caps_lc biopharma trophic servic atus atus atus atus atus framework solut al_caps_hs atus
2029	A special thanks to the 34 leading services, technology, and content partners for the 2019 #VeevaSummit!	special thank lead servic technolog content partner vevasumit
2030	[SlideShare] Learn how a unified CTMS provides better visibility, risk identification, and study analytics:  https://t.co/XmKYl5NKtN #clinicaltrials  https://t.co/YC4c3dAgmP	slideshar learn unifi al_caps_ctm provid better visibl risk identif studi analysi clinicaltri
2031	Lindsey Lofgren, director of Andi product management, shows Veeva Andi, a new #AI application, used with Customer Journeys—a new capability in Veeva CRM to better manage customers through adoption lifecycle stages—to drive the best actions at the right stage. #VeevaSummit  https://t.co/kRcsi6z82Q	linsey lofgren director and product manag show eva and new of applic use custom journey new capabl eva al_caps_crm better manag custom adopt lifecycl stage drive best action right stage vevasumit
2032	We're excited to be joined by the more than 1,700 customers, prospects, and partners from 350 companies at #VeevaSummit! This year's event is off to a great start. Stay tuned for live updates from Philadelphia! #lifesciences	excit join custom prospect partner compani vevasumit year event great start stay tune live updat philadelphia lifesci
2033	Intelligent capabilities and solutions now part of Veeva Commercial Cloud will help advance the #lifesciences industry's progress toward intelligent customer engagement. Learn more:  https://t.co/JJxCwnyfPr #VeevaSummit #CRM	intellig capabl solut part eva commerci loud help advanc lifesci industri progress intellig custom engag learn vevasumit al_caps_crm
2034	Veeva Andi is a new #AI application in the Veeva CRM Suite that gives #lifesciences companies the power to deliver the right message in the right channel at the right time for an improved customer experience. Learn more:  https://t.co/kQ7SYzqZaB #VeevaSummit #CRM	eva and new of applic eva al_caps_crm quit give lifesci compani power deliv right messag right channel right time improv custom experi learn vevasumit al_caps_crm
2035	Veeva CRM Approved Notes will be a new capability in Veeva CRM that allows field reps to compliantly capture detailed notes of customer interactions and leverage the power of #AI to detect potential compliance risks. Learn more:  https://t.co/eH2i6YuayJ #VeevaSummit #lifesciences	eva al_caps_crm approv note new capabl eva al_caps_crm allow field rep compliantli captur detail note custom interact beverag power of detect potenti complianc risk learn vevasumit lifesci
2036	Closing thoughts by @AdamHSchechter and @TeamTJSharpe at #VeevaSummit:  What #lifesciences does matters, and everyone benefits from the hard work and dedication of everyone in the industry.  https://t.co/RYmJuRriYC	lose thought atus atus vevasumit lifesci matter everyon benefit hard work educ everyon industri
2037	Cancer survivor @TeamTJSharpe shares his story at #VeevaSummit, highlighting that #lifesciences companies make a difference in patients' lives by getting the right information to the right doctors at the right time.  https://t.co/ZdGW27q9q7	cancer survivor atus share stori vevasumit highlight lifesci compani make differ patient life get right inform right doctor right time
2038	Use the data and information you have to make your CRM work harder for you, says @AdamHSchechter, former president of human global health @Merck, in conversation with Veeva co-founder Matt Wallach. #VeevaSummit #intelligentengagement  https://t.co/veDjQTsnRY	use data inform make al_caps_crm work harder say atus former presid human global health atus convers eva founder watt palac vevasumit inteligentengag
2039	Former @Merck president of global human health, @AdamHSchechter, sits down with Veeva co-founder, Matt Wallach, and says that data and analytics are changing how the #lifesciences industry is engaging with customers. #AI #VeevaSummit  https://t.co/okyxSsz5Nr	former atus presid global human health atus sit eva founder watt palac say data analysi chang lifesci industri engag custom of vevasumit
2040	CEO Peter Gassner introduced Veeva Andi at #VeevaSummit, a new #AI application that embeds tailored insights and suggestions right in Veeva CRM for intelligent customer engagement.  https://t.co/fmWENMfJYH	al_caps_ceo peter master introduc eva and vevasumit new of applic ember tailor insight suggest right eva al_caps_crm intellig custom engag
2041	Veeva is delivering the right commercial foundation powered by #AI to help #lifesciences drive intelligent engagement with the right customers in the right channels. #VeevaSummit  https://t.co/twbnzhxLlV	eva deliv right commerci foundat lower of help lifesci drive intellig engag right custom right channel vevasumit
2042	CEO Peter Gassner kicks off #VeevaSummit highlighting the long-term revolution in precision medicine that's just starting in #lifesciences.  https://t.co/0BiL4VPZAx	al_caps_ceo peter master kick vevasumit highlight longer revolut precis medicin start lifesci
2043	Introducing Veeva Andi, a new #AI application that embeds insights in Veeva CRM for intelligent customer engagement. Veeva Andi is part of the Veeva CRM Suite, making it easy to scale AI across the most used #CRM platform in #lifesciences.  https://t.co/kQ7SYzqZaB #VeevaSummit  https://t.co/oBC2capEdC	introduc eva and new of applic ember insight eva al_caps_crm intellig custom engag eva and part eva al_caps_crm quit make easi scale of use al_caps_crm platform lifesci vevasumit
2044	Two new innovations in Veeva CRM – Veeva CRM Approved Notes and Veeva Approved Messaging – will strengthen compliance and advance digital engagement in the #lifesciences industry. Learn more:  https://t.co/eH2i6YuayJ #VeevaSummit #CRM  https://t.co/9OjNvp5Sxj	new innov eva al_caps_crm eva al_caps_crm approv note eva approv essay strengthen complianc advanc digit engag lifesci industri learn vevasumit al_caps_crm
2045	Veeva announces new capabilities in Veeva Commercial Cloud to accelerate the  #lifesciences industry’s move to intelligent customer engagement.  Learn more:  https://t.co/JJxCwnyfPr #VeevaSummit #AI #CRM	eva announc new capabl eva commerci loud acceler lifesci industri move intellig custom engag learn vevasumit of al_caps_crm
2046	.@SGS_SA streamlines clinical trial management and improves decision-making across the globe. Learn how:  https://t.co/sUmXZOsQaW (via @ContractPharma) #clinicaltrials	atus streamlin clinic trial manag improv decisionmak globe learn atus clinicaltri
2047	At the Veeva Digital Asset Management Forum in Amsterdam, hear from @MSDInvents on how they have leveraged automation to power their marketing activities and meet the customer wherever they are. #DAM4LSEU Register at  https://t.co/8Egww021k2  https://t.co/s3zsbqex1I	eva digit asset manag forum amsterdam hear atus beverag automat power market activ meet custom al_caps_damlseu regist
2048	1,700 life sciences professionals and experts. 124 sessions with 58 experts from leading pharmaceutical companies and emerging biotech. Don’t miss out on the largest #VeevaSummit yet.  https://t.co/YsOT3HsWSb  https://t.co/ruusRdwQSc	life scienc profession expert session expert lead pharmaceut compani emerg bitch wont miss largest vevasumit yet
2049	Join #lifesciences professionals focused on #digitalassetmanagement on September 10 in Philadelphia for learning and sharing:  https://t.co/QTDfm8Z0g4	join lifesci profession focus digitalasetmanag septemb philadelphia learn share
2050	Europe's only industry event dedicated to #digitalassetmanagement for #lifesciences.  Marketers &amp; Brand Managers - register your place.    https://t.co/Mxg6KZlLPY  https://t.co/yrhQo12cJ7	europ industri event dedic digitalasetmanag lifesci market adam grand manag regist place
2051	3 steps to strengthening medical-commercial collaboration #medicalaffairs  https://t.co/WlwUx36542	step strengthen medicalcomerci collabor medicalafair
2052	87% of clinical research organizations desire to move towards a unified #clinical operating model. Learn how to achieve true unification:  https://t.co/XmKYl5NKtN  https://t.co/DRmv5DendH	clinic research organ desir move toward unifi clinic oper model learn achiev true purif
2053	Learn how @Thea_Pharma field force increased productivity by switching to Veeva OpenData.  https://t.co/cLAkGndARg  https://t.co/9j2NaEwGdI	learn atus field forc increas product twitch eva opendata
2054	Learn how @Servier and @Cognizant successfully use data &amp; insights to empower field forces.  https://t.co/NnE8KLHII2  https://t.co/oTSJDgXkHn	learn atus atus success use data adam insight empow field forc
2055	The only industry event dedicated to #digitalassetmanagement for #lifesciences register now:  https://t.co/gmYQi5V3bZ	industri event dedic digitalasetmanag lifesci regist
2056	4 challenges affecting #medicalaffairs now  https://t.co/isLwTuZdQc  https://t.co/frJlhdFdIo	challeng affect medicalafair
2057	Get tips for streamlining #clinical trial management in this 3-minute video:  https://t.co/u26oBqSdtI  https://t.co/bqHwDC7lmT	met tip streamlin clinic trial manag minut video
2058	Simplify content review, approval, and distribution #lifesciences  https://t.co/yK4cHtvS8R	simplifi content review approv distribut lifesci
2059	5 considerations for building your #keyaccountmanagement strategy  https://t.co/5fbknk2lqL #medicalaffairs	consider build keyacountmanag strategi medicalafair
2060	@Thea_Pharma uncovers new opportunities by making the switch to Veeva OpenData. Learn more:  https://t.co/cLAkGndARg  https://t.co/WJFzN75pLw	atus uncov new opportun make switch eva opendata learn
2061	Industry leaders, Spark Therapeutics CEO and Former Merck President to discuss the impact of advanced innovation on commercial models and driving improved patient outcomes at #VeevaSummit. Register today:  https://t.co/YsOT3HsWSb  https://t.co/ZxHt5aNqCp	industri leader park therapeut al_caps_ceo former neck presid discu impact advanc innov commerci model drive improv patient outcom vevasumit regist today
2062	Learn how @servier uses data and insights to empower their field forces.   https://t.co/NnE8KLHII2  https://t.co/l38QYJvZ0u	learn atus us data insight empow field forc
2063	#digitalassetmanagement can you afford to ignore it? #lifesciences  https://t.co/69c09ld8lE	digitalasetmanag afford ignor lifesci
2064	Assess the maturity of your #medicalinformation function #medicalaffairs  https://t.co/vPxSbk1AuS  https://t.co/wy43z5G3N6	matur medicalinform function medicalafair
2065	Are you registered for the largest commercial and medical affairs event in the industry? Grow your network at this year’s #VeevaSummit. Save your seat today:  https://t.co/YsOT3HsWSb  https://t.co/QVHeV4jvqf	are regist largest commerci medic affair event industri grow network year vevasumit have seat today
2066	Improve oversight of ICH E6 (R2) adherence with a unified approach to CTMS:  https://t.co/u26oBqSdtI #lifesciences  https://t.co/FKTRQdguiM	improv oversight al_caps_ich E R adher unifi approach al_caps_ctm lifesci
2067	Veeva &amp; @Cvent announce integration of #events management capabilities for #lifesciences companies. Read now:  https://t.co/RTGOfa7Zkx &amp; hear more at #VeevaSummit, May 13-15:  https://t.co/1OVV3Wi9Yx	eva adam atus announc integr event manag capabl lifesci compani head adam hear vevasumit may
2068	Explore how new technologies ‘intelligently guide’ researchers through study start-up processes in this @ACRPDC blog:  https://t.co/UWJy9etAml  #clinicaltrials	explor new technolog intellig guid research studi start process atus blow clinicaltri
2069	Eliminate 17 out of 35 steps in a site selection process with a unified approach to study start-up. Learn more:  https://t.co/OtQFkWLzGG #clinicaltrials  https://t.co/4m0mhaYEiz	elimin step site select process unifi approach studi start learn clinicaltri
2070	Spark Therapeutics CEO and Former Merck President to Keynote Veeva Commercial &amp; Medical Summit. Register today:  https://t.co/YsOT3HsWSb  https://t.co/t4QwgVs4gr	park therapeut al_caps_ceo former neck presid denot eva commerci adam medic summit regist today
2071	.@Allakos shares the importance of having visibility across study activities and how they  make this possible. Watch now:  https://t.co/nk3qZ4iv4l #clinical	atus share import visibl studi activ make possibl watch clinic
2072	Join #lifesciences professionals focused on #digitalassetmanagement on September 10 in Philadelphia for a day dedicated to learning and sharing  https://t.co/O8uChfnzjS #LSDAMevent  https://t.co/8ZN6l6nF9O	join lifesci profession focus digitalasetmanag septemb philadelphia day dedic learn share al_caps_lsdameventev
2073	Access to low and no-see HCPs continues to decline but life sciences companies can leverage events to stay ahead of this trend. Read the trends and considerations in #lifesciences #events:  https://t.co/FFIOaZJvTg  https://t.co/0dUx11RKyK	access low nose al_caps_hcp continu declin life scienc compani beverag event stay ahead trend head tend consider lifesci event
2074	@bmsnews shares tips for creating long-term relationships with scientific experts #medicalaffairs  https://t.co/J9Y9X0uL6l  https://t.co/puNvVXSjkG	atus share tip creat longer relationship scientif expert medicalafair
2075	Servier explains the role data plays in driving reps' performance.  https://t.co/mwKGhuS4pa  https://t.co/JJZai6uAaJ	heavier explain role data play drive rep perform
2076	Learn how to overcome common barriers for migrating to a cloud-based CTMS in this @Xtalks webinar. Register now:  https://t.co/f3i4p5g5r0 #clinicaltrials  https://t.co/4jWaWMkRPN	learn overcom common barrier migrat cloudbas al_caps_ctm atus weimar regist clinicaltri
2077	@Thea_Pharma shares how they improved rep satisfaction with data quality by 33% in less than one year.  https://t.co/cLAkGndARg  https://t.co/nMOH7whWmz	atus share improv rep satisfact data qualiti le year
2078	Connect with industry colleagues, see old friends, and make new ones at #VeevaSummit. Register today:  https://t.co/YsOT3HsWSb  https://t.co/aWwz60dlTp	connect industri colleagu see old friend make new one vevasumit regist today
2079	Learn the benefits of a unified content management stategy for #lifesciences  https://t.co/SZiqY8Hzbd	learn benefit unifi content manag strategi lifesci
2080	Most #lifesciences organizations are still using spreadsheets to handle study start-up tasks. Learn how to measure and optimize start-up processes:  https://t.co/UWJy9etAml	most lifesci organ still use spreadsheet handl studi start task learn measur optim start process
2081	Learn how cloud technology enables #lifesciences to work collaboratively with #oncologists #medicalaffairs  https://t.co/u0ixnr8fqn	learn cloud technolog enabl lifesci work colabor oncologist medicalafair
2082	78% of HCPs want companies to offer both physical and online events. Read more about how successful event strategies mix in-person, virtual, and hybrid events.  https://t.co/WD8a9W2q7p #lifesciences #events  https://t.co/ZPFyjME6TC	al_caps_hcp want compani offer physic onlin event head success event strateg mix person virtual horrid event lifesci event
2083	Let the countdown begin! Less than three weeks until our biggest Veeva Commercial &amp; Medical Summit, North America. Check out the many networking opportunities available at this year’s event:  https://t.co/YsOT3HsWSb  https://t.co/FJD2c9xO0s	met countdown begin le week biggest eva commerci adam medic summit north america check mani network opportun avail year event
2084	Attending SQA in Atlanta? Don’t miss Mike Jovanis discuss the importance of modernizing quality management. Learn more here:  https://t.co/9OSjpdw7Dv  https://t.co/TWRrqkLqv3	attend al_caps_sqa atlanta wont miss like jovani discu import modern qualiti manag learn
2085	.@ACRPDC shares how the path to on-time site activation and study start-up is being streamlined by technology:  https://t.co/UWJy9etAml #ACRP2019	atus share path time site motiv studi start streamlin technolog al_caps_acrp
2086	Manage end-to-end #clinicaltrial processes with a unified clinical platform. Learn how:  https://t.co/u26oBqSdtI  https://t.co/cIyptHiAYu	manag endtoend clinicaltri process unifi clinic platform learn
2087	Learn four ways technology can reduce study start-up delays in this blog:  https://t.co/OtQFkWLzGG  https://t.co/O8ysy3Jtt8	learn way technolog reduc studi start delay blow
2088	Did you know that HCPs prefer to get information from #events over other methods, such as peer journals? Read the Q&amp;A for insight into more trends impacting #lifesciences event strategies.  https://t.co/HH8bNHeWIc  https://t.co/bhu58FG3PM	did know al_caps_hcp prefer get inform event method peer journal head qandampa insight tend impact lifesci event strateg
2089	.@Replimune gains real-time access to #clinical information and documents. Learn about their path to Veeva Vault eTMF:  https://t.co/kxwdPE2Nbk	atus gain realiz access clinic inform document learn path eva fault eal_caps_etmf
2090	Headed to SQA next week? Don’t miss Ashley Wentworth discuss the data-driven product supply chain. Learn more here:  https://t.co/Eqv1AF9RsA  https://t.co/YQ7DuqCCJQ	head al_caps_sqa next week wont miss schley wentworth discu datadriven product suppli chain learn
2091	7 tips for a successful digital content strategy in #lifesciences  https://t.co/AVBfqJcJW0	tip success digit content strategi lifesci
2092	How does technology enable stronger relationships with scientific experts? #oncology #medicalaffairs  https://t.co/PMZLXGAPrb	technolog enabl stronger relationship scientif expert oncolog medicalafair
2093	@jeffmarrazzo, CEO of @spark_tx, will be a featured keynote speaker at the 2019 Veeva Commercial &amp; Medical Summit on May 15. He will share learnings after commercializing the first ever gene therapy for a genetic disease approved by the FDA. Learn more:  https://t.co/1LKqgVM6Bx	atus al_caps_ceo atus featur denot speaker eva commerci adam medic summit may share learn commerci first ever gene therapi genet diseas approv al_caps_fda learn
2094	[Video] Learn how to improve monitoring efficiency by 5% or more with a unified CTMS platform:  https://t.co/u26oBqSdtI #clinicaltrials  https://t.co/2WrlVjLPtp	video learn improv monitor effici unifi al_caps_ctm platform clinicaltri
2095	Achieve greater efficiency and faster study execution with a modern CTMS. Join us on Thursday, May 2 to learn more.  https://t.co/f3i4p5g5r0 @Xtalks #clinicaltrials  https://t.co/ATsGy6RBia	achiev greater effici faster studi execut modern al_caps_ctm join thursday may learn atus clinicaltri
2096	@AdamHSchechter of @Merck will be a featured keynote speaker at the 2019 Veeva Commercial &amp; Medical Summit on May 14 to discuss the evolution of commercial models and capabilities to bring breakthrough innovations to patients. Learn more:  https://t.co/1LKqgVM6Bx	atus atus featur denot speaker eva commerci adam medic summit may discu evolut commerci model capabl bring breakthrough innov patient learn
2097	Visionary leaders @AdamHSchechter of @Merck and @jeffmarrazzo of @spark_tx are featured keynote speakers at the Veeva Commercial &amp; Medical Summit. They will share insights on the evolution of commercial models in the era of precision medicine. Learn more:  https://t.co/1LKqgVuvcX	visionari leader atus atus atus featur denot speaker eva commerci adam medic summit share insight evolut commerci model era precis medicin learn
2098	.@Allakos shares the need “to easily identify documents needed in the TMF as well as customizable workflows to get those documents in and assess their quality.” Learn more:  https://t.co/nk3qZ4iv4l #clinicaltrials	atus share need easili identifi document need al_caps_tmf well customiz workflow get document ass qualiti learn clinicaltri
2099	Learn how unifying CTMS, eTMF, and study start-up processes improves #clinicaltrial efficiency. Read the blog:  https://t.co/OtQFkWLzGG  https://t.co/DiVeXyZSeu	learn unifi al_caps_ctm eal_caps_etmf studi start process improv clinicaltri effici head blow
2100	Set up a time to learn how the Vault Med Device Suite is bringing speed and flexibility to the device and diagnostic life cycle.  https://t.co/phm7NsHUA7  https://t.co/paABT3a8EA	met time learn fault red devic quit bring speed flexibl devic diagnost life cycl
2101	Learn how Lundbeck is optimizing content reuse  https://t.co/O5xMRlnddL #lifesciences  https://t.co/eMcsr4vPRJ	learn lundbeck optim content refus lifesci
2102	Join the only industry event for #digitalassetmanagement for #lifesciences  https://t.co/v7AuoAuDlF  https://t.co/AoXwKFtBVX	join industri event digitalasetmanag lifesci
2103	Learn how #MedicalAffairs speeds the creation, approval, and delivery of medical content #lifesciences  https://t.co/bulYqqeh7c  https://t.co/y6l6BYtGqQ	learn medicalafair speed creation approv deliveri medic content lifesci
2104	Learn how an EDC system allows #pharma to realize the true value of targeted SDV.  https://t.co/Q6GSagHorN	learn al_caps_edc system allow parma realiz true valu target al_caps_sdv
2105	“Study start-up is all about speed.” Ashley Davidson shows how taking a holistic view of study start-up allows researchers to measure and optimize start-up processes:  https://t.co/UWJy9etAml #clinicalresearch	studi start speed schley davidson show take polit view studi start allow research measur optim start process clinicalresearch
2106	Roche Diagnostics' 7 steps to building a business case for #digitalassetmanagement in #lifescience  https://t.co/qDgo2kQCsG  https://t.co/5h6s8GyGUI	lock diagnost step build busi case digitalasetmanag lifesci
2107	Astellas identifies and engages scientific experts while remaining GDPR-compliant #oncology #medicalaffairs #lifesciences  https://t.co/7ZcoHfXWy9  https://t.co/umOqpQd1T1	steal identifi engag scientif expert remain al_caps_gdprcompliantcompli oncolog medicalafair lifesci
2108	Think you’re optimized for SDV? You might want to take another look at your EDC. Learn why in this webinar.  https://t.co/Q6GSagHorN	think your optim al_caps_sdv want take look al_caps_edc learn weimar
2109	Access to low and no-see HCPs continues to decline but life sciences companies can leverage events to stay ahead of this trend. Read the trends and considerations in #lifesciences #events:  https://t.co/FFIOaZJvTg  https://t.co/bte39yTfMR	access low nose al_caps_hcp continu declin life scienc compani beverag event stay ahead trend head tend consider lifesci event
2110	Stop flipping digital pages. See how a modern EDC prioritizes data so monitors focus on what matters most.  https://t.co/Q6GSagHorN	stop slip digit page see modern al_caps_edc priorit data monitor focu matter
2111	[NEWS] Top 20 Pharma Company Selects Veeva Vault CDMS for Enterprise-wide Deployment  https://t.co/chhycUyGx7	al_caps_new top harm compani elect eva fault al_caps_cdm enterprisewid employ
2112	Explore best practices for migrating to a cloud-based CTMS in this @Xtalks webinar  https://t.co/f3i4p5g5r0 #clinicaltrials  https://t.co/thHpvCLLjq	explor best practic migrat cloudbas al_caps_ctm atus weimar clinicaltri
